gene_id,DRR316901,DRR316902,DRR316903,DRR316904,DRR316905,DRR316906
gene-ptpra|ptpra,0,0,0,0,0,0
gene-LOC116409883|LOC116409883,0,0,0,0,0,0
gene-LOC116409875|LOC116409875,0,0,0,0,0,0
gene-LOC116409680|LOC116409680,0,0,0,0,0,0
gene-LOC101731742|LOC101731742,0,0,0,0,0,0
gene-syn3|syn3,0,0,0,0,0,0
gene-timp3|timp3,0,0,0,0,0,0
gene-fbxo7|fbxo7,0,0,0,0,0,0
gene-rtcb|rtcb,0,0,0,0,0,0
gene-ascl3|ascl3,0,0,0,0,0,0
gene-prdm4|prdm4,0,0,0,0,0,0
gene-akr1b1|akr1b1,0,0,0,0,0,0
gene-LOC116406435|LOC116406435,0,0,0,0,0,0
gene-akr1c8p|akr1c8p,0,0,0,0,0,0
gene-LOC116409681|LOC116409681,0,0,0,0,0,0
gene-LOC734139|LOC734139,0,0,0,0,0,0
gene-akr1c3|akr1c3,0,0,0,0,0,0
gene-akr1c2|akr1c2,0,0,0,0,0,0
gene-LOC100490956|LOC100490956,0,0,0,0,0,0
gene-akr1c4|akr1c4,0,0,0,0,0,0
gene-akr1c1|akr1c1,0,0,0,0,0,0
gene-trnar-ucu|trnar-ucu,0,0,0,0,0,0
gene-akr1d1|akr1d1,0,0,0,0,0,0
gene-LOC116409456|LOC116409456,0,0,0,0,0,0
gene-trim24|trim24,0,0,0,0,0,0
gene-svopl|svopl,0,0,0,0,0,0
gene-atp6v0a4|atp6v0a4,0,0,0,0,0,0
gene-tmem213|tmem213,0,0,0,0,0,0
gene-LOC116409447|LOC116409447,0,0,0,0,0,0
gene-LOC116409448|LOC116409448,0,0,0,0,0,0
gene-hipk2|hipk2,0,0,0,0,0,0
gene-tbxas1|tbxas1,0,0,0,0,0,0
gene-LOC116409457|LOC116409457,0,0,0,0,0,0
gene-LOC100490338|LOC100490338,0,0,0,0,0,0
gene-LOC116409879|LOC116409879,0,0,0,0,0,0
gene-LOC100489490|LOC100489490,0,0,0,0,0,0
gene-parp12|parp12,0,0,0,0,0,0
gene-LOC100489821|LOC100489821,0,0,0,0,0,0
gene-LOC116409877|LOC116409877,0,0,0,0,0,0
gene-LOC116409874|LOC116409874,0,0,0,0,0,0
gene-etv6|etv6,0,0,0,0,0,0
gene-bcl2l14|bcl2l14,0,0,0,0,0,0
gene-LOC116409882|LOC116409882,0,0,0,0,0,0
gene-lrp6|lrp6,0,0,0,0,0,0
gene-mansc1|mansc1,0,0,0,0,0,0
gene-borcs5|borcs5,0,0,0,0,0,0
gene-dusp16|dusp16,0,0,0,0,0,0
gene-crebl2|crebl2,0,0,0,0,0,0
gene-trnar-ucu-2|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-3|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-4|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-5|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-6|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-7|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-8|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-9|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-10|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-11|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-12|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-13|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-14|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-15|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-16|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-17|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-18|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-19|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-20|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-21|trnar-ucu,0,0,0,0,0,0
gene-trnar-ucu-22|trnar-ucu,0,0,0,0,0,0
gene-gpr19|gpr19,0,0,0,0,0,0
gene-pex26|pex26,0,0,0,0,0,0
gene-tuba8|tuba8,0,0,0,0,0,0
gene-usp18|usp18,0,0,0,0,0,0
gene-mical3|mical3,0,0,0,0,0,0
gene-LOC116409682|LOC116409682,0,0,0,0,0,0
gene-LOC116409449|LOC116409449,0,0,0,0,0,0
gene-bid|bid,0,0,0,0,0,0
gene-bcl2l13|bcl2l13,0,0,0,0,0,0
gene-atp6v1e1|atp6v1e1,0,0,0,0,0,0
gene-slc25a18|slc25a18,0,0,0,0,0,0
gene-cecr2|cecr2,0,0,0,0,0,0
gene-ada2|ada2,0,0,0,0,0,0
gene-hdhd5|hdhd5,0,0,0,0,0,0
gene-tmem121b|tmem121b,0,0,0,0,0,0
gene-il17ra|il17ra,0,0,0,0,0,0
gene-cacna1c|cacna1c,0,0,0,0,0,0
gene-dcp1b|dcp1b,0,0,0,0,0,0
gene-cacna2d4|cacna2d4,0,0,0,0,0,0
gene-lrtm2|lrtm2,0,0,0,0,0,0
gene-adipor2|adipor2,0,0,0,0,0,0
gene-LOC101731549|LOC101731549,0,0,0,0,0,0
gene-wnt5b|wnt5b,0,0,0,0,0,0
gene-fbxl14|fbxl14,0,0,0,0,0,0
gene-rad52|rad52,0,0,0,0,0,0
gene-wnk1|wnk1,0,0,0,0,0,0
gene-LOC116409450|LOC116409450,0,0,0,0,0,0
gene-ninj2|ninj2,0,0,0,0,0,0
gene-b4galnt3|b4galnt3,0,0,0,0,0,0
gene-ccdc77|ccdc77,0,0,0,0,0,0
gene-LOC116409683|LOC116409683,0,0,0,0,0,0
gene-kdm5a|kdm5a,0,0,0,0,0,0
gene-slc6a13|slc6a13,0,0,0,0,0,0
gene-slc6a12|slc6a12,0,0,0,0,0,0
gene-slc6a1|slc6a1,0,0,0,0,0,0
gene-iqsec3|iqsec3,0,0,0,0,0,0
gene-washc1|washc1,0,0,0,0,0,0
gene-ddx11|ddx11,0,0,0,0,0,0
gene-fkbp4|fkbp4,0,0,0,0,0,0
gene-itfg2|itfg2,0,0,0,0,0,0
gene-nrip2|nrip2,0,0,0,0,0,0
gene-tex52|tex52,0,0,0,0,0,0
gene-LOC100492400|LOC100492400,0,0,0,0,0,0
gene-LOC105945165|LOC105945165,0,0,0,0,0,0
gene-foxm1|foxm1,0,0,0,0,0,0
gene-rhno1|rhno1,0,0,0,0,0,0
gene-tulp3|tulp3,0,0,0,0,0,0
gene-cdkn1b|cdkn1b,0,0,0,0,0,0
gene-LOC100492908|LOC100492908,0,0,0,0,0,0
gene-mrps35|mrps35,0,0,0,0,0,0
gene-mansc4|mansc4,0,0,0,0,0,0
gene-klhl42|klhl42,0,0,0,0,0,0
gene-pthlh|pthlh,0,0,0,0,0,0
gene-ergic2|ergic2,0,0,0,0,0,0
gene-ovch1|ovch1,0,0,0,0,0,0
gene-tmtc1|tmtc1,0,0,0,0,0,0
gene-LOC100497868|LOC100497868,0,0,0,0,0,0
gene-LOC100498386|LOC100498386,0,0,0,0,0,0
gene-LOC101732077|LOC101732077,0,0,0,0,0,0
gene-ipo8|ipo8,0,0,0,0,0,0
gene-caprin2|caprin2,0,0,0,0,0,0
gene-LOC116409684|LOC116409684,0,0,0,0,0,0
gene-LOC116409458|LOC116409458,0,0,0,0,0,0
gene-LOC116409459|LOC116409459,0,0,0,0,0,0
gene-rad51ap1|rad51ap1,0,0,0,0,0,0
gene-c12orf4|c12orf4,0,0,0,0,0,0
gene-LOC116409685|LOC116409685,0,0,0,0,0,0
gene-LOC100496642|LOC100496642,0,0,0,0,0,0
gene-fgf6|fgf6,0,0,0,0,0,0
gene-fgf23.1|fgf23.1,0,0,0,0,0,0
gene-fgf23.2|fgf23.2,0,0,0,0,0,0
gene-tigar|tigar,0,0,0,0,0,0
gene-LOC116409686|LOC116409686,0,0,0,0,0,0
gene-parp11|parp11,0,0,0,0,0,0
gene-cracr2a|cracr2a,0,0,0,0,0,0
gene-LOC100489322|LOC100489322,0,0,0,0,0,0
gene-LOC116409451|LOC116409451,0,0,0,0,0,0
gene-ltc4s.1|ltc4s.1,0,0,0,0,0,0
gene-maml1|maml1,0,0,0,0,0,0
gene-gtf3c3|gtf3c3,0,0,0,0,0,0
gene-mfap3|mfap3,0,0,0,0,0,0
gene-fam114a2|fam114a2,0,0,0,0,0,0
gene-LOC101730684|LOC101730684,0,0,0,0,0,0
gene-LOC100494722|LOC100494722,0,0,0,0,0,0
gene-LOC116409687|LOC116409687,0,0,0,0,0,0
gene-nmur2|nmur2,0,0,0,0,0,0
gene-glra1|glra1,0,0,0,0,0,0
gene-LOC100488536|LOC100488536,0,0,0,0,0,0
gene-LOC101732468|LOC101732468,0,0,0,0,0,0
gene-adra1b|adra1b,0,0,0,0,0,0
gene-il12b|il12b,0,0,0,0,0,0
gene-LOC100492075|LOC100492075,0,0,0,0,0,0
gene-ublcp1|ublcp1,0,0,0,0,0,0
gene-rnf145|rnf145,0,0,0,0,0,0
gene-ebf4|ebf4,0,0,0,0,0,0
gene-lsm11|lsm11,0,0,0,0,0,0
gene-adam19|adam19,0,0,0,0,0,0
gene-nipal4|nipal4,0,0,0,0,0,0
gene-cyfip2|cyfip2,0,0,0,0,0,0
gene-itk|itk,0,0,0,0,0,0
gene-med7|med7,0,0,0,0,0,0
gene-trnas-uga|trnas-uga,0,0,0,0,0,0
gene-LOC116409689|LOC116409689,0,0,0,0,0,0
gene-LOC116409453|LOC116409453,0,0,0,0,0,0
gene-LOC101734944|LOC101734944,0,0,0,0,0,0
gene-LOC105946922|LOC105946922,0,0,0,0,0,0
gene-LOC116409461|LOC116409461,0,0,0,0,0,0
gene-timd4|timd4,0,0,0,0,0,0
gene-LOC116409462|LOC116409462,0,0,0,0,0,0
gene-LOC101732881|LOC101732881,0,0,0,0,0,0
gene-LOC116409690|LOC116409690,0,0,0,0,0,0
gene-LOC101731685|LOC101731685,0,0,0,0,0,0
gene-LOC100489880|LOC100489880,0,0,0,0,0,0
gene-LOC108646293|LOC108646293,0,0,0,0,0,0
gene-prmt8|prmt8,0,0,0,0,0,0
gene-LOC101732684|LOC101732684,0,0,0,0,0,0
gene-LOC116409691|LOC116409691,0,0,0,0,0,0
gene-LOC116409692|LOC116409692,0,0,0,0,0,0
gene-tspan9|tspan9,0,0,0,0,0,0
gene-LOC116409693|LOC116409693,0,0,0,0,0,0
gene-pwp1|pwp1,0,0,0,0,0,0
gene-LOC105946802|LOC105946802,0,0,0,0,0,0
gene-ldhb|ldhb,0,0,0,0,0,0
gene-mrpl38|mrpl38,0,0,0,0,0,0
gene-cry1|cry1,0,0,0,0,0,0
gene-dhfr|dhfr,0,0,0,0,0,0
gene-mterf2|mterf2,0,0,0,0,0,0
gene-LOC116409460|LOC116409460,0,0,0,0,0,0
gene-LOC100485856|LOC100485856,0,0,0,0,0,0
gene-tmem263|tmem263,0,0,0,0,0,0
gene-sirt3.2|sirt3.2,0,0,0,0,0,0
gene-ric8b|ric8b,0,0,0,0,0,0
gene-rfx4|rfx4,0,0,0,0,0,0
gene-polr3b|polr3b,0,0,0,0,0,0
gene-ikbip|ikbip,0,0,0,0,0,0
gene-pwwp2a|pwwp2a,0,0,0,0,0,0
gene-ttc1|ttc1,0,0,0,0,0,0
gene-fabp6|fabp6,0,0,0,0,0,0
gene-anks1b|anks1b,0,0,0,0,0,0
gene-LOC116409694|LOC116409694,0,0,0,0,0,0
gene-LOC116409695|LOC116409695,0,0,0,0,0,0
gene-uhrf1bp1l|uhrf1bp1l,0,0,0,0,0,0
gene-ckap4|ckap4,0,0,0,0,0,0
gene-LOC105946799|LOC105946799,0,0,0,0,0,0
gene-atox1|atox1,0,0,0,0,0,0
gene-sparc|sparc,0,0,0,0,0,0
gene-fat2|fat2,0,0,0,0,0,0
gene-LOC100486065|LOC100486065,0,0,0,0,0,0
gene-slc36a1|slc36a1,0,0,0,0,0,0
gene-mir9406|mir9406,0,0,0,0,0,0
gene-LOC101734835|LOC101734835,0,0,0,0,0,0
gene-LOC116409696|LOC116409696,0,0,0,0,0,0
gene-gm2a|gm2a,0,0,0,0,0,0
gene-LOC108644461|LOC108644461,0,0,0,0,0,0
gene-LOC100495195|LOC100495195,0,0,0,0,0,0
gene-ccdc69|ccdc69,0,0,0,0,0,0
gene-gemin5|gemin5,0,0,0,0,0,0
gene-mrpl22|mrpl22,0,0,0,0,0,0
gene-sgcd|sgcd,0,0,0,0,0,0
gene-havcr1|havcr1,0,0,0,0,0,0
gene-cald1|cald1,0,0,0,0,0,0
gene-bpgm|bpgm,0,0,0,0,0,0
gene-LOC105946924|LOC105946924,0,0,0,0,0,0
gene-tnni1.2|tnni1.2,0,0,0,0,0,0
gene-LOC100495624|LOC100495624,0,0,0,0,0,0
gene-cd9|cd9,0,0,0,0,0,0
gene-vwf|vwf,0,0,0,0,0,0
gene-ano2|ano2,0,0,0,0,0,0
gene-ntf3|ntf3,0,0,0,0,0,0
gene-kcna5|kcna5,0,0,0,0,0,0
gene-LOC101733543|LOC101733543,0,0,0,0,0,0
gene-kcna1|kcna1,0,0,0,0,0,3
gene-LOC116409697|LOC116409697,0,0,0,0,0,0
gene-kcna6|kcna6,0,0,0,0,0,0
gene-ndufa9|ndufa9,0,0,0,0,0,0
gene-armt1|armt1,0,0,0,0,0,0
gene-rmnd1|rmnd1,0,0,0,0,0,0
gene-LOC116409699|LOC116409699,0,0,0,0,0,0
gene-LOC116409698|LOC116409698,0,0,0,0,0,0
gene-LOC100486078|LOC100486078,0,0,0,0,0,0
gene-LOC116409473|LOC116409473,0,0,0,0,0,0
gene-galnt10|galnt10,0,0,0,0,0,0
gene-LOC116409700|LOC116409700,0,0,0,0,0,0
gene-sap30l|sap30l,0,0,0,0,0,0
gene-hand1|hand1,0,0,0,0,0,0
gene-larp1|larp1,0,0,0,0,0,0
gene-faxdc2|faxdc2,0,0,0,0,0,0
gene-cnot8|cnot8,0,0,0,0,0,0
gene-canx|canx,0,0,0,0,0,0
gene-ltc4s.2|ltc4s.2,0,0,0,0,0,0
gene-pcdh12|pcdh12,0,0,0,0,0,0
gene-dele1|dele1,0,0,0,0,0,0
gene-ctnna1|ctnna1,0,0,0,0,0,0
gene-hspa9|hspa9,0,0,0,0,0,0
gene-npm1|npm1,0,0,0,0,0,0
gene-slc23a1|slc23a1,0,0,0,0,0,0
gene-flt4|flt4,0,0,0,0,0,0
gene-LOC116409474|LOC116409474,0,0,0,0,0,0
gene-LOC116409701|LOC116409701,0,0,0,0,0,0
gene-LOC105946024|LOC105946024,0,0,0,0,0,0
gene-LOC105946797|LOC105946797,0,0,0,0,0,0
gene-LOC116409475|LOC116409475,0,0,0,0,0,0
gene-rapgef6|rapgef6,0,0,0,0,0,0
gene-etf1|etf1,0,0,0,0,0,0
gene-cd74|cd74,0,0,0,0,0,0
gene-tcof1|tcof1,0,0,0,0,0,0
gene-LOC116409702|LOC116409702,0,0,0,0,0,0
gene-LOC116409463|LOC116409463,0,0,0,0,0,0
gene-arsi|arsi,0,0,0,0,0,0
gene-wdr55|wdr55,0,0,0,0,0,0
gene-camk2a|camk2a,0,0,0,0,0,0
gene-slc6a7|slc6a7,0,0,0,0,0,0
gene-cdx1|cdx1,0,0,0,0,0,0
gene-pdgfrb|pdgfrb,0,0,0,0,0,0
gene-csf1r|csf1r,0,0,0,0,0,0
gene-LOC105946788|LOC105946788,0,0,0,0,0,0
gene-LOC100493661|LOC100493661,0,0,0,0,0,0
gene-hmgxb3|hmgxb3,0,0,0,0,0,0
gene-npy2rl|npy2rl,0,0,0,0,0,0
gene-ndst1|ndst1,0,0,0,0,0,0
gene-synpo|synpo,0,0,0,0,0,0
gene-myoz3|myoz3,0,0,0,0,0,0
gene-dctn4|dctn4,0,0,0,0,0,0
gene-smim3|smim3,0,0,0,0,0,0
gene-ndnfl1.1|ndnfl1.1,0,0,0,0,0,0
gene-gpx3|gpx3,0,0,0,0,0,0
gene-tnip1|tnip1,0,0,0,0,0,0
gene-anxa6|anxa6,0,0,0,0,0,0
gene-slc7a2.2|slc7a2.2,0,0,0,0,0,0
gene-zp4|zp4,0,0,0,0,0,0
gene-LOC105946789|LOC105946789,0,0,0,0,0,0
gene-sqstm1|sqstm1,0,0,0,0,0,0
gene-tbc1d9b|tbc1d9b,0,0,0,0,0,0
gene-rnf130|rnf130,0,0,0,0,0,0
gene-LOC116409464|LOC116409464,0,0,0,0,0,0
gene-LOC116409465|LOC116409465,0,0,0,0,0,0
gene-LOC116409466|LOC116409466,0,0,0,0,0,0
gene-fstl4|fstl4,0,0,0,0,0,0
gene-vdac1|vdac1,0,0,0,0,0,0
gene-anapc13.2|anapc13.2,0,0,0,0,0,0
gene-LOC101734158|LOC101734158,0,0,0,0,0,0
gene-ndufa2|ndufa2,0,0,0,0,0,0
gene-LOC100490380|LOC100490380,0,0,0,0,0,0
gene-ugdhl|ugdhl,0,0,0,0,0,0
gene-tmco6|tmco6,0,0,0,0,0,0
gene-LOC105946784|LOC105946784,0,0,0,0,0,0
gene-slc35a4|slc35a4,0,0,0,0,0,0
gene-apbb3|apbb3,0,0,0,0,0,0
gene-LOC116409660|LOC116409660,0,0,0,0,0,0
gene-LOC116409467|LOC116409467,0,0,0,0,0,0
gene-mir146a|mir146a,0,0,0,0,0,0
gene-slu7|slu7,0,0,0,0,0,0
gene-c1qtnf2|c1qtnf2,0,0,0,0,0,0
gene-sra1|sra1,0,0,0,0,0,0
gene-LOC116409703|LOC116409703,0,0,0,0,0,0
gene-LOC116409704|LOC116409704,0,0,0,0,0,0
gene-LOC116409705|LOC116409705,0,0,0,0,0,0
gene-LOC101732570|LOC101732570,0,0,0,0,0,0
gene-atp10b|atp10b,0,0,0,0,0,0
gene-gabrb2|gabrb2,0,0,0,0,0,0
gene-gabra6|gabra6,0,0,0,0,0,0
gene-gabra1|gabra1,0,0,0,0,0,0
gene-gabrg2|gabrg2,0,0,0,0,0,0
gene-LOC101733562|LOC101733562,0,0,0,0,0,0
gene-LOC116409468|LOC116409468,0,0,0,0,0,0
gene-LOC116409469|LOC116409469,0,0,0,0,0,0
gene-LOC100485955|LOC100485955,0,0,0,0,0,0
gene-LOC116409706|LOC116409706,0,0,0,0,0,0
gene-LOC101731571|LOC101731571,0,0,0,0,0,0
gene-LOC100495196|LOC100495196,0,0,0,0,0,0
gene-LOC116409531|LOC116409531,0,0,0,0,0,0
gene-ccng1|ccng1,0,0,0,0,0,0
gene-LOC116409885|LOC116409885,0,0,0,0,0,0
gene-LOC116409470|LOC116409470,0,0,0,0,0,0
gene-nudcd2|nudcd2,0,0,0,0,0,0
gene-hmmr|hmmr,0,0,0,0,0,0
gene-sox30|sox30,0,0,0,0,0,0
gene-LOC108646222|LOC108646222,0,0,0,0,0,0
gene-LOC108646295|LOC108646295,0,0,0,0,0,0
gene-thg1l|thg1l,0,0,0,0,0,0
gene-fbxl21p|fbxl21p,0,0,0,0,0,0
gene-il9|il9,0,0,0,0,0,0
gene-slc25a48|slc25a48,0,0,0,0,0,0
gene-cxcl14|cxcl14,0,0,0,0,0,0
gene-neurog1|neurog1,0,0,0,0,0,0
gene-macroh2a1|macroh2a1,0,0,0,0,0,0
gene-LOC108646296|LOC108646296,0,0,0,0,0,0
gene-LOC105946792|LOC105946792,0,0,0,0,0,0
gene-pitx1|pitx1,0,0,0,0,0,0
gene-LOC105946791|LOC105946791,0,0,0,0,0,0
gene-pcbd2|pcbd2,0,0,0,0,0,0
gene-txndc15|txndc15,0,0,0,0,0,0
gene-c5orf24|c5orf24,0,0,0,0,0,0
gene-ddx46|ddx46,0,0,0,0,0,0
gene-camlg|camlg,0,0,0,0,0,0
gene-sec24a|sec24a,0,0,0,0,0,0
gene-sar1b|sar1b,0,0,0,0,0,0
gene-jade2|jade2,0,0,0,0,0,0
gene-sting1|sting1,0,0,0,0,0,0
gene-cdkn2aipnl|cdkn2aipnl,0,0,0,0,0,0
gene-ube2b|ube2b,0,0,0,0,0,0
gene-LOC100488619|LOC100488619,0,0,0,0,0,0
gene-ppp2ca|ppp2ca,0,0,0,0,0,0
gene-skp1|skp1,0,0,0,0,0,0
gene-hsd17b1|hsd17b1,0,0,0,0,0,0
gene-tcf7|tcf7,0,0,0,0,0,0
gene-LOC116409472|LOC116409472,0,0,0,0,0,0
gene-c5orf15|c5orf15,0,0,0,0,0,0
gene-dnd1|dnd1,0,0,0,0,0,0
gene-hars|hars,0,0,0,0,0,0
gene-zmat2|zmat2,0,0,0,0,0,0
gene-pcdha13|pcdha13,0,0,0,0,0,0
gene-pcdha8|pcdha8,0,0,0,0,0,0
gene-pcdha6|pcdha6,0,0,0,0,0,0
gene-LOC105946889|LOC105946889,0,0,0,0,0,0
gene-LOC101734840|LOC101734840,0,0,0,0,0,0
gene-LOC116409532|LOC116409532,0,0,0,0,0,0
gene-pcdha5|pcdha5,0,0,0,0,0,0
gene-LOC105946888|LOC105946888,0,0,0,0,0,0
gene-pcdhac2|pcdhac2,0,0,0,0,0,0
gene-LOC101734705|LOC101734705,0,0,0,0,0,0
gene-LOC100489479|LOC100489479,0,0,0,0,0,0
gene-LOC101734597|LOC101734597,0,0,0,0,0,0
gene-LOC105946884|LOC105946884,0,0,0,0,0,0
gene-LOC101734529|LOC101734529,0,0,0,0,0,0
gene-LOC105946883|LOC105946883,0,0,0,0,0,0
gene-LOC101733947|LOC101733947,0,0,0,0,0,0
gene-diaph1|diaph1,0,0,0,0,0,0
gene-hdac3|hdac3,0,0,0,0,0,0
gene-pcdhgc4|pcdhgc4,0,0,0,0,0,0
gene-LOC116409707|LOC116409707,0,0,0,0,0,0
gene-fchsd1|fchsd1,0,0,0,0,0,0
gene-rell2|rell2,0,0,0,0,0,0
gene-pcdhga11|pcdhga11,0,0,0,0,0,0
gene-LOC108646214|LOC108646214,0,0,0,0,0,0
gene-LOC105946857|LOC105946857,0,0,0,0,0,0
gene-LOC101731401|LOC101731401,0,0,0,0,0,0
gene-LOC101731450|LOC101731450,0,0,0,0,0,0
gene-LOC108646236|LOC108646236,0,0,0,0,0,0
gene-LOC108646238|LOC108646238,0,0,0,0,0,0
gene-LOC116409533|LOC116409533,0,0,0,0,0,0
gene-LOC105946895|LOC105946895,0,0,0,0,0,0
gene-LOC100493596|LOC100493596,0,0,0,0,0,0
gene-LOC100493445|LOC100493445,0,0,0,0,0,0
gene-LOC100493274|LOC100493274,0,0,0,0,0,0
gene-LOC101732109|LOC101732109,0,0,0,0,0,0
gene-LOC100493106|LOC100493106,0,0,0,0,0,0
gene-LOC100492943|LOC100492943,0,0,0,0,0,0
gene-arap3|arap3,0,0,0,0,0,0
gene-stard15|stard15,0,0,0,0,0,0
gene-LOC100495743|LOC100495743,0,0,0,0,0,0
gene-pcdh1|pcdh1,0,0,0,0,0,0
gene-LOC116409476|LOC116409476,0,0,0,0,0,0
gene-LOC105946800|LOC105946800,0,0,0,0,0,0
gene-matr3|matr3,0,0,0,0,0,0
gene-pura|pura,0,0,0,0,0,0
gene-hnrnpab|hnrnpab,0,0,0,0,0,0
gene-hnrnpa0|hnrnpa0,0,0,0,0,0,0
gene-clk1|clk1,0,0,0,0,0,0
gene-adamts2|adamts2,0,0,0,0,0,0
gene-LOC108646218|LOC108646218,0,0,0,0,0,0
gene-LOC108646240|LOC108646240,0,0,0,0,0,0
gene-gfpt2|gfpt2,0,0,0,0,0,0
gene-fam13b|fam13b,0,0,0,0,0,0
gene-wnt8a|wnt8a,0,0,0,0,0,0
gene-nme5|nme5,0,0,0,0,0,0
gene-myot|myot,0,0,0,0,0,0
gene-cystm1|cystm1,0,0,0,0,0,0
gene-ankhd1|ankhd1,0,0,0,0,0,0
gene-slc4a9|slc4a9,0,0,0,0,0,0
gene-LOC101732336|LOC101732336,0,0,0,0,0,0
gene-dck.2|dck.2,0,0,0,0,0,0
gene-rufy1|rufy1,0,0,0,0,0,0
gene-hbegf|hbegf,0,0,0,0,0,0
gene-pfdn1|pfdn1,0,0,0,0,0,0
gene-tlx3|tlx3,0,0,0,0,0,0
gene-gabrp|gabrp,0,0,0,0,0,0
gene-LOC116406505|LOC116406505,0,0,0,0,0,0
gene-kcnip1|kcnip1,0,0,0,0,0,0
gene-kcnmb1|kcnmb1,0,0,0,0,0,0
gene-lcp2|lcp2,0,0,0,0,0,0
gene-foxi1|foxi1,0,0,0,0,0,0
gene-dock2|dock2,0,0,0,0,0,0
gene-insyn2b|insyn2b,0,0,0,0,0,0
gene-spdl1|spdl1,0,0,0,0,0,0
gene-LOC116409534|LOC116409534,0,0,0,0,0,0
gene-slit3|slit3,0,0,0,0,0,0
gene-mir218-2|mir218-2,0,0,0,0,0,0
gene-pank3|pank3,0,0,0,0,0,0
gene-mir103-1|mir103-1,0,0,0,0,0,0
gene-LOC100490096|LOC100490096,0,0,0,0,0,0
gene-rars1|rars1,0,0,0,0,0,0
gene-LOC116409535|LOC116409535,0,0,0,0,0,0
gene-wwc1|wwc1,0,0,0,0,0,0
gene-LOC116409708|LOC116409708,0,0,0,0,0,0
gene-LOC116409709|LOC116409709,0,0,0,0,0,0
gene-mat2b|mat2b,0,0,0,0,0,0
gene-tgfbi|tgfbi,0,0,0,0,0,0
gene-smim32|smim32,0,0,0,0,0,0
gene-fnip1|fnip1,0,0,0,0,0,0
gene-LOC100487666|LOC100487666,0,0,0,0,0,0
gene-LOC108646150|LOC108646150,0,0,0,0,0,0
gene-acsl6|acsl6,0,0,0,0,0,1
gene-LOC116409710|LOC116409710,0,0,0,0,0,0
gene-LOC116409711|LOC116409711,0,0,0,0,0,0
gene-LOC116409712|LOC116409712,0,0,0,0,0,0
gene-irf1|irf1,0,0,0,0,0,0
gene-LOC105946809|LOC105946809,0,0,0,0,0,0
gene-slc22a4|slc22a4,0,0,0,0,0,0
gene-slc22a5|slc22a5,0,0,0,0,0,0
gene-pdlim4|pdlim4,0,0,0,0,0,0
gene-LOC116409714|LOC116409714,0,0,0,0,0,0
gene-rnf14.2|rnf14.2,0,0,0,0,0,0
gene-p4ha2|p4ha2,0,0,0,0,0,0
gene-LOC116409713|LOC116409713,0,0,0,0,0,0
gene-LOC108646270|LOC108646270,0,0,0,0,0,0
gene-rad50|rad50,0,0,0,0,0,0
gene-fgf1|fgf1,0,0,0,0,0,0
gene-spry4|spry4,0,0,0,0,0,0
gene-ndfip1|ndfip1,0,0,0,0,0,0
gene-rnf14.3|rnf14.3,0,0,0,0,0,0
gene-LOC105945983|LOC105945983,0,0,0,0,0,0
gene-LOC108645237|LOC108645237,0,0,0,0,0,0
gene-rnf14.4|rnf14.4,0,0,0,0,0,0
gene-rnf14.5|rnf14.5,0,0,0,0,0,0
gene-gnpda1|gnpda1,0,0,0,0,0,0
gene-hspa4|hspa4,0,0,0,0,0,0
gene-zcchc10|zcchc10,0,0,0,0,0,0
gene-aff4|aff4,0,0,0,0,0,0
gene-leap2|leap2,0,0,0,0,0,0
gene-uqcrq|uqcrq,0,0,0,0,0,0
gene-LOC105946806|LOC105946806,0,0,0,0,0,0
gene-trnag-ccc|trnag-ccc,0,0,0,0,0,0
gene-trnag-ccc-2|trnag-ccc,0,0,0,0,0,0
gene-trnag-ccc-3|trnag-ccc,0,0,0,0,0,0
gene-trnat-ugu-2|trnat-ugu,0,0,0,0,0,0
gene-gdf9|gdf9,0,0,0,0,0,0
gene-shroom1|shroom1,0,0,0,0,0,0
gene-sowaha|sowaha,0,0,0,0,0,0
gene-septin8|septin8,0,0,0,0,0,0
gene-ccni2|ccni2,0,0,0,0,0,0
gene-kif3a|kif3a,0,0,0,0,0,0
gene-LOC108646271|LOC108646271,0,0,0,0,0,0
gene-LOC100485681|LOC100485681,0,0,0,0,0,0
gene-il4|il4,0,0,0,0,0,0
gene-nr3c1|nr3c1,0,0,0,0,0,0
