Gene stable ID,NCBI gene (formerly Entrezgene) ID,Gene stable ID,HGNC symbol
ENSXETG00000048104,116411884,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411883,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411883,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411882,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411882,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411881,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411881,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411880,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411880,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411878,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411878,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411879,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411879,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411877,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411877,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411876,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411876,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411875,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411875,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411874,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411874,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411873,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411873,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411872,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411872,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411871,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411871,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411870,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411870,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411868,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411868,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411869,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411869,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411867,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411867,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411866,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411866,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411865,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411865,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411864,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411864,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411863,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411863,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411861,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411861,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411862,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411862,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411859,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411859,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411857,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411857,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411858,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411858,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411856,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411856,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411845,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411845,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411834,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411834,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411823,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411823,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411812,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411812,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411801,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411801,ENSG00000283433,RNA5SP532
ENSXETG00000048104,116411790,ENSG00000275305,RNA5SP528
ENSXETG00000048104,116411790,ENSG00000283433,RNA5SP532
ENSXETG00000011994,100135208,ENSG00000053770,AP5M1
ENSXETG00000044337,116411248,ENSG00000275305,RNA5SP528
ENSXETG00000044337,116411248,ENSG00000283433,RNA5SP532
ENSXETG00000044337,116411247,ENSG00000275305,RNA5SP528
ENSXETG00000044337,116411247,ENSG00000283433,RNA5SP532
ENSXETG00000044337,116407861,ENSG00000275305,RNA5SP528
ENSXETG00000044337,116407861,ENSG00000283433,RNA5SP532
ENSXETG00000044262,100125072,ENSG00000178695,KCTD12
ENSXETG00000049237,116411325,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411325,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411324,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411324,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411323,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411323,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411321,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411321,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411322,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411322,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411320,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411320,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411319,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411319,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411318,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411318,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411317,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411317,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411316,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411316,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411315,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411315,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411314,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411314,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411313,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411313,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411311,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411311,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411312,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411312,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411310,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411310,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411309,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411309,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411308,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411308,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411307,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411307,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411306,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411306,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411304,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411304,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411305,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411305,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411303,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411303,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411302,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411302,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411301,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411301,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411300,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411300,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411299,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411299,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411298,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411298,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411297,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411297,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411296,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411296,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411295,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411295,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411294,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411294,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411291,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411291,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411280,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411280,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411269,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411269,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411258,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411258,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411252,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411252,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411242,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411242,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411236,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411236,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411230,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411230,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411219,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411219,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411208,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411208,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411197,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411197,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411186,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411186,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411175,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411175,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411164,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411164,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411154,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411154,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411153,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411153,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411152,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411152,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411151,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411151,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411150,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411150,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411149,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411149,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411148,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411148,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411147,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411147,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411146,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411146,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411145,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411145,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411144,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411144,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411142,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411142,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411143,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411143,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411141,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411141,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411140,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411140,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411139,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411139,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411138,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411138,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411136,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411136,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411137,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411137,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411135,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411135,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411134,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411134,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411133,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411133,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411132,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411132,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411130,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411130,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411131,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411131,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411129,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411129,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411128,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411128,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411127,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411127,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411126,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411126,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116411125,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116411125,ENSG00000283433,RNA5SP532
ENSXETG00000049237,116408945,ENSG00000275305,RNA5SP528
ENSXETG00000049237,116408945,ENSG00000283433,RNA5SP532
ENSXETG00000042241,100492927,ENSG00000197562,RAB40C
ENSXETG00000048311,448487,ENSG00000165389,SPTSSA
ENSXETG00000044257,116411325,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411325,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411324,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411324,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411323,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411323,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411321,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411321,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411322,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411322,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411320,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411320,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411319,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411319,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411318,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411318,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411317,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411317,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411316,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411316,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411315,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411315,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411314,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411314,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411313,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411313,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411311,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411311,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411312,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411312,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411310,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411310,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411309,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411309,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411308,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411308,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411307,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411307,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411306,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411306,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411304,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411304,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411305,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411305,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411303,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411303,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411302,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411302,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411301,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411301,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411300,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411300,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411299,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411299,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411298,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411298,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411297,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411297,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411296,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411296,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411295,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411295,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411294,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411294,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411291,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411291,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411280,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411280,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411269,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411269,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411258,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411258,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411252,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411252,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411242,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411242,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411236,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411236,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411230,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411230,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411219,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411219,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411208,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411208,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411197,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411197,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411186,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411186,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411175,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411175,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411164,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411164,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411154,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411154,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411153,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411153,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411152,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411152,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411151,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411151,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411150,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411150,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411149,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411149,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411148,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411148,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411147,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411147,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411146,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411146,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411145,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411145,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411144,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411144,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411142,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411142,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411143,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411143,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411141,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411141,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411140,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411140,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411139,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411139,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411138,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411138,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411136,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411136,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411137,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411137,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411135,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411135,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411134,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411134,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411133,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411133,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411132,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411132,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411130,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411130,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411131,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411131,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411129,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411129,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411128,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411128,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411127,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411127,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411126,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411126,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116411125,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116411125,ENSG00000283433,RNA5SP532
ENSXETG00000044257,116408945,ENSG00000275305,RNA5SP528
ENSXETG00000044257,116408945,ENSG00000283433,RNA5SP532
ENSXETG00000010129,100497435,ENSG00000173198,CYSLTR1
ENSXETG00000042051,116408989,ENSG00000275305,RNA5SP528
ENSXETG00000042051,116408989,ENSG00000283433,RNA5SP532
ENSXETG00000021658,100125791,ENSG00000183628,DGCR6
ENSXETG00000004287,100127701,ENSG00000173482,PTPRM
ENSXETG00000033485,100135122,ENSG00000150456,EEF1AKMT1
ENSXETG00000039365,100380069,ENSG00000184402,SS18L1
ENSXETG00000047052,116408948,ENSG00000275305,RNA5SP528
ENSXETG00000047052,116408948,ENSG00000283433,RNA5SP532
ENSXETG00000007458,100036736,ENSG00000148488,ST8SIA6
ENSXETG00000048785,116411248,ENSG00000275305,RNA5SP528
ENSXETG00000048785,116411248,ENSG00000283433,RNA5SP532
ENSXETG00000048785,116411247,ENSG00000275305,RNA5SP528
ENSXETG00000048785,116411247,ENSG00000283433,RNA5SP532
ENSXETG00000048785,116407861,ENSG00000275305,RNA5SP528
ENSXETG00000048785,116407861,ENSG00000283433,RNA5SP532
ENSXETG00000007843,493278,ENSG00000137770,CTDSPL2
ENSXETG00000042026,116411325,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411325,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411324,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411324,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411323,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411323,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411321,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411321,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411322,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411322,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411320,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411320,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411319,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411319,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411318,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411318,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411317,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411317,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411316,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411316,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411315,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411315,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411314,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411314,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411313,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411313,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411311,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411311,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411312,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411312,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411310,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411310,ENSG00000283433,RNA5SP532
ENSXETG00000042026,116411309,ENSG00000275305,RNA5SP528
ENSXETG00000042026,116411309,ENSG00000283433,RNA5SP532
